0	2	3.71	1	1	3.71
0	2	0.852	1	0	0.852
0	2	1.977	1	0	1.977
0	2	1.745	1	1	1.745
0	2	0.6627	1	0	0.6627
0	2	3.568	1	0	3.568
0	2	2.081	1	0	2.081
0	2	5.387	0	0	5.387
0	2	3.657	0	0	3.657
0	2	1.761	0	0	1.761
0	2	1.699	0	0	1.699
0	2	5.368	1	1	5.368
0	2	5.414	1	1	5.414
0	2	5.417	0	0	5.417
0	2	0.4001	0	0	0.4001
0	2	3.54	0	0	3.54
0	2	3.737	0	0	3.737
0	2	0.4252	1	0	0.4252
0	2	5.615	1	1	5.615
0	2	1.11	1	1	1.11
0	2	0.9506	1	0	0.9506
0	2	0.7339	1	1	0.7339
0	2	2.043	1	0	2.043
0	2	5.386	1	1	5.386
0	2	0.5893	0	0	0.5893
0	2	1.069	0	0	1.069
0	2	5.112	0	0	5.112
0	2	5.163	0	0	5.163
0	2	0.2689	0	0	0.2689
0	2	0.3157	0	0	0.3157
0	2	0.5751	1	0	0.5751
0	2	1.034	0	1	1.034
0	2	1.67	1	0	1.67
0	2	5.479	0	0	5.479
0	2	5.563	1	0	5.563
0	2	1.896	0	0	1.896
0	2	0.404	0	0	0.404
0	2	0.8552	1	0	0.8552
0	2	0.7332	0	0	0.7332
0	2	3.718	0	0	3.718
0	2	0.6652	1	1	0.6652
0	2	3.808	0	0	3.808
0	2	0.9006	0	0	0.9006
0	2	0.3826	1	0	0.3826
0	2	3.702	0	0	3.702
0	2	1.918	1	0	1.918
0	2	3.688	0	0	3.688
0	2	0.2941	1	0	0.2941
1	2	3.553	0	0	3.553
1	2	1.734	0	0	1.734
1	2	0.655	0	0	0.655
1	2	5.377	1	1	5.377
1	2	1.978	1	1	1.978
1	2	3.583	0	0	3.583
1	2	5.765	1	0	5.765
1	2	1.844	0	0	1.844
1	2	3.572	0	0	3.572
1	2	0.3711	0	0	0.3711
1	2	0.6753	1	1	0.6753
1	2	0.7448	0	0	0.7448
1	2	0.4924	1	0	0.4924
1	2	1.042	1	0	1.042
1	2	0.7645	0	0	0.7645
1	2	0.9888	0	0	0.9888
1	2	2.088	0	0	2.088
1	2	5.425	0	0	5.425
1	2	1.934	1	1	1.934
1	2	1.978	1	0	1.978
1	2	3.468	0	0	3.468
1	2	1.653	0	0	1.653
1	2	3.511	1	1	3.511
1	2	0.1918	1	0	0.1918
1	2	1.571	0	0	1.571
1	2	5.242	1	1	5.242
1	2	5.589	1	1	5.589
1	2	5.221	0	0	5.221
1	2	3.767	0	0	3.767
1	2	3.49	0	0	3.49
1	2	5.525	1	1	5.525
1	2	1.733	0	0	1.733
1	2	2.007	1	1	2.007
1	2	5.335	1	1	5.335
1	2	0.2051	0	0	0.2051
1	2	0.8629	1	0	0.8629
1	2	1.165	1	0	1.165
1	2	0.3757	0	0	0.3757
1	2	0.5885	1	0	0.5885
1	2	3.77	1	1	3.77
1	2	0.4647	0	0	0.4647
1	2	0.4032	1	1	0.4032
1	2	3.559	0	0	3.559
1	2	0.7902	0	1	0.7902
1	2	5.476	1	1	5.476
1	2	5.452	1	1	5.452
1	2	0.9662	0	0	0.9662
1	2	0.8308	1	0	0.8308
1	2	0.2973	1	0	0.2973
1	2	3.789	1	0	3.789
2	2	0.5364	0	1	0.5364
2	2	5.413	1	1	5.413
2	2	1.791	1	0	1.791
2	2	2.052	0	0	2.052
2	2	0.345	0	0	0.345
2	2	1.891	1	0	1.891
2	2	1.955	1	0	1.955
2	2	5.376	0	0	5.376
2	2	0.4589	0	0	0.4589
2	2	3.751	1	0	3.751
2	2	3.757	0	0	3.757
2	2	3.777	1	1	3.777
2	2	1.086	1	1	1.086
2	2	5.246	0	0	5.246
2	2	0.6665	0	0	0.6665
2	2	5.238	0	0	5.238
2	2	0.7401	0	0	0.7401
2	2	0.8224	1	1	0.8224
2	2	0.232	1	0	0.232
2	2	0.7246	1	0	0.7246
2	2	1.228	1	1	1.228
2	2	3.457	0	0	3.457
2	2	3.264	0	0	3.264
2	2	1.847	1	0	1.847
2	2	0.3562	0	0	0.3562
2	2	3.726	0	0	3.726
2	2	3.41	0	0	3.41
2	2	5.296	1	1	5.296
2	2	0.4031	0	1	0.4031
2	2	3.723	1	1	3.723
2	2	5.435	0	0	5.435
2	2	5.436	1	1	5.436
2	2	1.709	0	0	1.709
2	2	5.362	1	1	5.362
2	2	0.716	1	0	0.716
2	2	0.8497	0	1	0.8497
2	2	1.006	0	0	1.006
2	2	0.4671	1	1	0.4671
2	2	1.93	0	0	1.93
2	2	0.9051	0	0	0.9051
2	2	5.499	1	1	5.499
2	2	3.567	1	1	3.567
2	2	1.026	0	0	1.026
2	2	2.174	1	1	2.174
2	2	1.733	1	1	1.733
2	2	0.5738	1	0	0.5738
2	2	5.41	0	0	5.41
2	2	3.451	0	0	3.451
2	2	1.151	1	1	1.151
2	2	1.926	1	1	1.926
3	2	0.4497	0	1	0.4497
3	2	5.437	1	1	5.437
3	2	1.664	0	0	1.664
3	2	3.751	1	1	3.751
3	2	5.185	1	1	5.185
3	2	0.4929	0	0	0.4929
3	2	0.5552	0	1	0.5552
3	2	0.3478	1	0	0.3478
3	2	3.439	1	1	3.439
3	2	5.31	1	1	5.31
3	2	1.174	1	1	1.174
3	2	0.5088	1	0	0.5088
3	2	0.345	0	0	0.345
3	2	1.885	0	0	1.885
3	2	0.4617	1	0	0.4617
3	2	5.239	0	0	5.239
3	2	3.715	0	0	3.715
3	2	1.117	0	1	1.117
3	2	5.226	0	0	5.226
3	2	0.4868	1	0	0.4868
3	2	0.9592	0	1	0.9592
3	2	1.988	1	1	1.988
3	2	3.769	1	1	3.769
3	2	2.074	1	0	2.074
3	2	2.064	1	1	2.064
3	2	5.151	1	1	5.151
3	2	1.767	0	0	1.767
3	2	0.328	1	1	0.328
3	2	1.788	0	0	1.788
3	2	0.7916	0	0	0.7916
3	2	3.445	0	0	3.445
3	2	0.3964	1	0	0.3964
3	2	0.8924	0	0	0.8924
3	2	3.719	0	0	3.719
3	2	3.602	1	0	3.602
3	2	0.994	0	0	0.994
3	2	5.478	1	1	5.478
3	2	3.43	0	0	3.43
3	2	5.276	0	0	5.276
3	2	0.9163	0	0	0.9163
3	2	1.065	1	1	1.065
3	2	1.808	1	1	1.808
3	2	1.77	1	1	1.77
3	2	1.089	0	0	1.089
3	2	1.952	1	0	1.952
3	2	3.331	0	0	3.331
3	2	5.208	1	1	5.208
3	2	1.279	0	0	1.279
3	2	3.336	0	0	3.336
3	2	5.4	1	0	5.4
4	2	1.025	0	0	1.025
4	2	0.3703	1	1	0.3703
4	2	3.553	1	1	3.553
4	2	1.675	0	1	1.675
4	2	1.054	0	1	1.054
4	2	1.667	1	0	1.667
4	2	1.059	1	1	1.059
4	2	0.5324	1	0	0.5324
4	2	1.007	1	0	1.007
4	2	0.3248	1	0	0.3248
4	2	3.543	1	0	3.543
4	2	1.792	0	0	1.792
4	2	0.2008	0	0	0.2008
4	2	0.6304	1	1	0.6304
4	2	1.615	0	0	1.615
4	2	5.504	1	1	5.504
4	2	3.641	0	0	3.641
4	2	0.6739	0	1	0.6739
4	2	0.806	1	1	0.806
4	2	5.439	0	0	5.439
4	2	5.323	0	0	5.323
4	2	3.46	0	0	3.46
4	2	5.571	0	0	5.571
4	2	1.856	1	0	1.856
4	2	1.128	1	0	1.128
4	2	2.107	1	1	2.107
4	2	0.7901	1	0	0.7901
4	2	1.758	0	0	1.758
4	2	3.817	1	1	3.817
4	2	3.608	1	1	3.608
4	2	3.481	0	0	3.481
4	2	1.842	0	0	1.842
4	2	1.114	0	0	1.114
4	2	0.5734	1	0	0.5734
4	2	3.673	0	0	3.673
4	2	0.4538	0	0	0.4538
4	2	5.262	0	0	5.262
4	2	5.203	0	0	5.203
4	2	3.464	0	0	3.464
4	2	0.4403	1	1	0.4403
4	2	5.392	0	0	5.392
4	2	0.3447	0	0	0.3447
4	2	0.3629	0	0	0.3629
4	2	5.309	1	1	5.309
4	2	1.588	1	1	1.588
4	2	3.955	1	0	3.955
5	2	5.304	0	0	5.304
5	2	1.958	1	1	1.958
5	2	1.866	0	0	1.866
5	2	2.008	1	0	2.008
5	2	0.8691	0	0	0.8691
5	2	0.206	0	1	0.206
5	2	3.467	0	0	3.467
5	2	0.4064	1	0	0.4064
5	2	1.111	1	0	1.111
5	2	0.7052	1	1	0.7052
5	2	0.8301	1	0	0.8301
5	2	5.404	1	1	5.404
5	2	1.093	1	1	1.093
5	2	1.566	0	1	1.566
5	2	0.4139	0	0	0.4139
5	2	3.492	0	0	3.492
5	2	5.601	1	1	5.601
5	2	1.816	0	0	1.816
5	2	1.088	1	0	1.088
5	2	5.361	0	0	5.361
5	2	5.226	0	0	5.226
5	2	1.366	1	0	1.366
5	2	0.2743	0	0	0.2743
5	2	0.7688	0	0	0.7688
5	2	3.976	1	0	3.976
5	2	0.4421	0	0	0.4421
5	2	1.421	0	0	1.421
5	2	4.004	1	0	4.004
5	2	3.547	0	0	3.547
5	2	5.339	0	0	5.339
5	2	3.471	1	1	3.471
5	2	3.506	0	0	3.506
5	2	1.865	1	0	1.865
5	2	3.634	0	0	3.634
5	2	1.089	1	1	1.089
5	2	0.8433	1	1	0.8433
5	2	0.3986	0	0	0.3986
5	2	3.706	1	1	3.706
5	2	5.436	1	1	5.436
5	2	5.602	0	0	5.602
5	2	1.622	0	0	1.622
5	2	1.995	1	1	1.995
5	2	1.707	1	1	1.707
5	2	0.4076	0	0	0.4076
5	2	0.434	1	0	0.434
