0	2	0.8834	0	1	1.003	-0.1927
0	2	5.405	0	0	-2.241	1.678
0	2	5.292	0	0	-0.8862	1.403
0	2	3.401	1	1	1.233	1.589
0	2	1.103	0	1	-0.656	1.927
0	2	0.4794	1	1	-0.2135	2.801
0	2	0.3654	0	1	-0.355	1.966
0	2	1.707	0	0	-0.1063	2.005
0	2	3.64	1	1	-0.7279	2.005
0	2	3.444	1	1	0.05687	1.763
0	2	5.597	1	1	-0.592	0.813
0	2	0.8741	1	0	-0.6825	2.858
0	2	3.453	1	1	-0.845	1.589
0	2	1.728	0	0	-1.089	1.544
0	2	0.6608	1	1	-0.385	1.451
0	2	0.8204	1	1	1.356	2.044
0	2	5.08	0	0	0.5946	1.498
0	2	3.461	1	1	-0.4619	2.262
0	2	1.005	1	1	-0.5941	1.544
0	2	1.449	0	1	0.1196	1.966
0	2	0.8109	0	0	-0.9554	2.332
0	2	5.745	0	0	0.01133	1.451
0	2	1.284	0	1	-0.3431	2.332
0	2	3.383	1	1	-0.7826	0.813
0	2	3.479	1	1	0.6171	1.097
0	2	2.009	1	1	-1.077	1.544
0	2	1.992	0	0	-0.6204	2.227
0	2	3.496	1	1	-1.602	0.9303
0	2	0.709	0	0	-0.1519	1.451
0	2	1.472	0	0	-0.03513	1.805
0	2	5.102	0	0	-1.356	0.813
0	2	0.2026	0	1	-1.41	1.589
0	2	0.8181	1	0	-0.2671	2.366
0	2	1.096	1	1	-0.8015	1.151
0	2	4.687	1	1	-0.05014	1.354
0	2	0.4033	0	1	-0.1691	1.498
0	2	3.808	1	1	1.85	1.678
0	2	3.707	0	0	0.4635	1.498
0	2	1.614	0	1	-0.8624	2.332
0	2	0.5649	1	0	1.159	2.941
0	2	5.802	1	1	2.005	0.6268
0	2	0.6661	1	1	0.6462	0.2109
0	2	0.4959	0	1	-1.012	1.846
0	2	5.804	1	1	-2.464	0.8723
0	2	5.215	0	0	-0.8084	1.589
0	2	1.449	0	0	1.216	2.262
0	2	2.045	1	1	-0.2471	0.6268
0	2	1.566	0	1	-0.412	1.203
0	2	0.8281	0	0	-0.2582	2.592
0	2	0.05538	1	1	-2.145	1.846
1	2	5.629	0	0	0.1604	3.15
1	2	0.4664	1	1	-0.1127	1.203
1	2	2.145	0	0	-1.115	1.887
1	2	1.783	0	0	-3.266	1.544
1	2	1.707	1	1	-0.838	1.151
1	2	3.353	0	0	-3.207	1.043
1	2	1.743	1	1	-0.5347	0.6903
1	2	5.327	0	0	0.1556	0.6268
1	2	3.25	1	1	-0.3657	1.589
1	2	5.42	1	1	0.6426	1.451
1	2	3.764	1	1	1.788	1.544
1	2	1.04	1	1	0.307	1.305
1	2	1.75	1	1	0.2068	1.846
1	2	0.3868	0	1	-0.7194	1.354
1	2	0.04935	1	0	-1.25	2.561
1	2	1.964	0	0	0.09473	3.368
1	2	0.7904	0	1	-1.203	0.9303
1	2	0.5643	1	1	0.1227	1.544
1	2	3.555	0	0	-1.496	1.043
1	2	2.259	1	0	0.5897	2.941
1	2	3.48	1	1	-1.429	0.7524
1	2	0.6316	1	1	-0.4859	0.9303
1	2	1.756	1	1	-2.535	1.043
1	2	0.8107	0	0	-0.4357	2.262
1	2	0.1175	0	0	0.1575	2.683
1	2	0.9037	0	1	-1.696	0.813
1	2	2.023	0	0	0.4886	1.966
1	2	0.6628	0	0	-0.06882	2.399
1	2	0.46	0	1	-0.8985	0.6903
1	2	3.654	1	1	-1.619	1.451
1	2	3.74	1	1	-0.856	1.451
1	2	5.202	1	1	-0.4778	0.8723
1	2	3.376	1	1	0.9668	2.005
1	2	5.235	1	1	0.8611	1.544
1	2	0.916	0	0	-0.8531	1.403
1	2	1.171	0	0	-0.9512	2.432
1	2	1.18	1	1	0.9338	1.544
1	2	0.324	1	0	-0.5973	2.399
1	2	0.5977	0	1	-0.5105	3.125
1	2	0.8692	1	1	-1.135	1.451
1	2	3.49	0	0	-2.122	0.9303
1	2	5.742	0	0	0.9294	1.203
1	2	0.3976	0	0	-1.673	2.432
1	2	0.8794	0	0	-0.3775	2.262
1	2	5.29	0	0	1.496	1.043
1	2	5.223	1	1	1.757	0.6268
1	2	3.585	1	1	-1.004	0.9303
1	2	5.486	0	0	0.4773	1.203
2	2	0.2099	1	1	2.149	1.763
2	2	5.597	0	0	-0.2984	0.8723
2	2	5.404	0	0	0.2665	0.7524
2	2	5.183	0	0	-0.9903	0.7524
2	2	0.2156	1	1	0.9535	1.305
2	2	1.715	1	1	-1.097	0.813
2	2	3.749	0	0	-0.7729	1.354
2	2	3.913	0	0	0.1375	2.227
2	2	1.46	1	1	0.6443	0.9303
2	2	0.9229	1	1	0.1932	0.9303
2	2	0.4999	0	0	-1.013	2.592
2	2	2.065	0	0	0.266	2.941
2	2	0.432	1	1	-0.4975	2.005
2	2	5.673	0	0	-1.206	0.7524
2	2	0.9947	1	1	0.3212	0.7524
2	2	3.724	0	0	1.661	1.354
2	2	0.944	0	0	-0.08619	2.913
2	2	3.884	0	0	0.1994	1.043
2	2	0.8037	1	1	0.4577	0.9303
2	2	0.08032	0	1	-0.5615	1.151
2	2	0.6014	0	1	0.6197	1.305
2	2	3.929	0	0	0.8265	1.203
2	2	0.8709	0	1	-0.08182	1.255
2	2	0.7886	0	1	0.4195	2.262
2	2	0.9654	0	0	0.05388	1.451
2	2	0.2163	0	1	0.3526	1.354
2	2	3.491	1	1	-0.6716	0.05661
2	2	0.9251	0	0	-0.07746	2.497
2	2	5.385	0	0	-1.99	0.6268
2	2	3.574	1	1	0.6243	1.043
2	2	0.987	0	0	0.3429	2.465
2	2	1.908	1	1	-0.3672	0.813
2	2	1.614	1	1	-0.6763	0.6268
2	2	5.533	0	0	0.7085	0.6268
2	2	5.313	1	1	1.289	0.6268
2	2	5.221	1	1	1.362	0.7524
2	2	5.181	0	0	0.06488	0.7524
2	2	1.585	1	1	-0.3432	1.255
2	2	3.528	1	1	-1.751	0.813
2	2	0.5045	1	1	1.982	1.255
2	2	1.505	1	1	0.2537	1.203
2	2	1.02	1	0	1.657	1.634
2	2	2.115	1	1	-0.5749	0.9303
2	2	5.236	0	0	1.273	1.151
2	2	1.599	1	1	-0.8781	1.043
2	2	3.619	1	1	-3.145	1.097
2	2	0.596	0	0	1.285	2.081
2	2	1.821	1	0	0.4523	1.887
2	2	0.8317	1	1	-0.02308	1.043
2	2	3.56	1	1	-0.1288	1.097
3	2	0.4821	1	1	2.038	0.9303
3	2	1.702	0	0	-0.6371	2.044
3	2	5.742	1	1	-3.169	0.2848
3	2	0.2284	1	1	0.9458	0.9303
3	2	1.772	1	1	-1.29	0.9303
3	2	1.048	0	0	0.2371	1.151
3	2	0.5829	1	1	-0.6994	0.8723
3	2	1.964	0	0	1.501	0.9303
3	2	3.729	0	0	0.1825	1.498
3	2	1.356	1	1	0.7802	1.043
3	2	3.965	0	0	-0.1767	0.7524
3	2	5.673	0	0	0.1705	0.6268
3	2	2.051	1	1	-2.24	0.8723
3	2	0.6184	1	1	-1.239	0.9871
3	2	5.378	1	1	1.823	0.9303
3	2	1.838	0	0	0.1456	1.451
3	2	5.161	0	0	-0.8121	0.4952
3	2	3.234	1	1	1.989	0.9303
3	2	3.709	0	0	0.03665	0.6268
3	2	3.508	0	0	-1.603	0.813
3	2	1.503	0	0	1.176	2.332
3	2	0.8381	0	0	0.7875	2.497
3	2	3.583	0	0	-0.5651	1.151
3	2	0.4237	1	1	-0.1027	1.678
3	2	3.579	1	1	-0.5838	0.9871
3	2	5.233	1	1	-0.182	1.097
3	2	5.166	1	1	-1.391	0.8723
3	2	1.853	0	0	3.271	1.887
3	2	5.277	0	0	0.4612	1.043
3	2	1.18	1	0	-0.4586	2.262
3	2	1.022	0	1	0.1066	1.203
3	2	0.2471	1	1	-0.269	1.255
3	2	4.95	0	0	0.712	0.4952
3	2	0.795	0	0	-0.6231	2.044
3	2	5.498	0	0	-1.754	0.6903
3	2	0.7451	0	0	-0.1409	1.805
3	2	1.69	0	0	0.169	1.846
3	2	1.828	1	1	-0.3807	1.203
3	2	0.9817	1	1	-1.865	0.9303
3	2	1.343	0	1	0.4675	2.592
3	2	1.129	1	1	-0.7721	1.451
3	2	3.947	1	1	-0.02188	0.813
3	2	0.3204	0	1	-1.435	1.043
3	2	1.194	1	1	-0.2549	2.432
3	2	3.398	1	1	-0.3882	1.305
3	2	5.566	1	1	-0.5457	0.9871
3	2	0.1815	0	1	-1.914	0.9303
3	2	0.3842	1	0	-1.307	2.227
3	2	3.352	1	1	0.5274	0.9303
3	2	0.6389	0	0	-1.4	1.043
4	2	0.6472	0	1	2.039	0.9303
4	2	0.6623	0	0	0.191	1.763
4	2	5.269	1	1	-0.6515	0.6268
4	2	0.6627	1	1	-0.4636	0.9871
4	2	3.757	1	1	-0.1709	0.813
4	2	0.6474	1	0	-0.179	1.451
4	2	1.716	1	1	-1.74	0.5618
4	2	5.594	0	0	0.298	0.9303
4	2	0.8201	0	1	1.931	2.366
4	2	1.751	1	1	-1.413	0.8723
4	2	1.054	0	0	0.2118	1.887
4	2	0.4145	1	1	-0.4337	3.074
4	2	0.09593	1	1	-0.9373	0.7524
4	2	1.844	0	0	-0.2013	2.081
4	2	0.1315	0	1	0.593	1.043
4	2	0.7996	1	0	-1.016	0.9303
4	2	5.296	0	0	-1.561	1.305
4	2	0.6726	1	1	-1.901	0.7524
4	2	5.33	0	0	-0.5253	0.2109
4	2	2.211	1	1	-1.807	0.6268
4	2	0.8209	0	0	-0.9256	0.4268
4	2	0.8775	0	0	0.4546	1.403
4	2	5.051	0	0	-2.052	0.8723
4	2	3.537	0	0	2.552	0.6268
4	2	5.319	0	0	-0.4965	0.5618
4	2	1.851	1	1	-1.16	1.846
4	2	3.678	0	0	-0.435	0.7524
4	2	1.787	0	0	1.332	1.589
4	2	1.065	1	1	-0.2346	1.305
4	2	1.666	0	0	0.1722	1.305
4	2	1.759	0	0	-0.4552	1.763
4	2	1.065	1	1	-0.9674	1.805
4	2	4.192	0	0	-0.2019	0.6268
4	2	0.2178	1	0	-0.002692	1.354
4	2	0.7618	1	1	-0.7637	1.451
4	2	0.6818	1	1	-1.194	1.097
4	2	3.371	1	1	0.07114	1.634
4	2	1.956	0	0	-0.5443	2.044
4	2	5.416	1	1	-0.279	0.8723
4	2	0.3081	1	0	0.2221	1.966
4	2	1.763	1	1	-1.564	0.1348
4	2	3.88	1	1	1.316	0.8723
4	2	3.687	0	0	-0.7168	1.151
4	2	5.45	1	1	-0.5816	0.9303
4	2	3.74	0	0	-0.2894	1.203
4	2	3.647	0	0	0.6295	1.203
4	2	4.928	0	0	0.3731	0.8723
4	2	3.598	1	1	0.7033	0.4952
4	2	5.157	1	1	0.2031	0.813
5	2	0.7138	1	1	0.7046	1.203
5	2	5.486	0	0	-1.312	1.634
5	2	0.05685	0	1	-1.575	1.403
5	2	0.3184	1	0	0.09734	1.966
5	2	0.1354	1	1	-0.314	1.544
5	2	0.9066	1	1	-0.3168	1.203
5	2	3.835	0	0	-1.617	1.451
5	2	5.27	1	1	0.3069	1.203
5	2	1.031	0	0	-1.476	1.403
5	2	1.633	0	0	-0.3396	1.097
5	2	5.643	1	1	-2.57	1.043
5	2	0.75	0	1	-0.1028	1.255
5	2	0.4364	1	0	0.04897	1.887
5	2	1.659	0	0	-0.157	2.653
5	2	5.798	1	1	-0.8172	0.6268
5	2	5.56	0	0	-1.001	0.9303
5	2	1.651	0	0	-1.655	0.7524
5	2	1.85	0	0	0.3713	1.887
5	2	0.6553	1	1	-0.6473	1.846
5	2	3.97	0	0	-1.359	1.305
5	2	0.7239	0	0	-0.1757	1.763
5	2	0.444	0	1	-1.203	1.305
5	2	3.827	1	1	0.3379	1.544
5	2	5.363	0	0	0.0147	-0.107
5	2	0.943	0	0	-0.6468	1.151
5	2	3.383	1	1	-1.902	1.887
5	2	3.938	1	1	3.164	2.227
5	2	1.575	1	1	0.8475	1.403
5	2	3.477	1	1	-0.5419	2.081
5	2	0.7769	1	1	0.9678	1.097
5	2	1.912	1	0	-0.9785	1.203
5	2	3.498	1	1	-1.362	0.7524
5	2	0.6137	0	1	-1.957	1.203
5	2	0.3814	0	0	-1.219	1.043
5	2	3.914	1	1	-0.9974	1.305
5	2	1.535	1	1	-0.6911	1.043
5	2	3.594	0	0	-0.1916	0.2848
5	2	0.6812	1	0	0.5085	1.544
5	2	5.334	0	0	-2.299	0.4952
5	2	5.212	1	1	1.834	1.097
5	2	5.882	1	1	-0.8703	0.9303
5	2	1.097	0	0	1.938	1.966
5	2	1.472	0	0	0.2148	1.203
5	2	1.073	0	0	1.273	1.498
5	2	1.233	1	1	0.09384	0.9303
5	2	5.057	0	0	-0.1418	0.4952
5	2	0.4213	0	0	0.06686	1.544
5	2	1.107	0	0	-0.9318	1.846
5	2	2.026	0	0	1.67	1.043
5	2	3.474	1	1	-0.3981	0.8723
6	2	0.6829	0	1	1.855	1.634
6	2	1.642	0	0	-0.502	1.763
6	2	0.3428	0	0	-0.07132	2.155
6	2	5.665	1	1	-1.87	1.043
6	2	0.5298	1	1	-0.06417	0.9871
6	2	0.9313	0	0	-0.769	1.678
6	2	3.584	0	0	-0.6073	0.6268
6	2	0.5705	1	0	-0.819	1.255
6	2	3.392	1	1	-1.631	0.813
6	2	5.423	0	0	-0.8176	0.5618
6	2	0.9126	0	0	0.9547	1.043
6	2	0.4812	0	0	0.165	1.887
6	2	3.426	1	1	-0.6053	1.255
6	2	5.499	1	1	-3.891	0.9303
6	2	1.745	1	1	1.329	0.9303
6	2	3.436	1	1	0.9872	0.8723
6	2	0.5343	0	0	0.02711	1.305
6	2	3.643	0	0	-0.5174	0.6268
6	2	0.4158	0	1	0.01092	2.081
6	2	0.9649	1	1	-0.8493	1.721
6	2	5.823	1	1	-0.05792	0.813
6	2	3.746	0	0	-1.588	0.6903
6	2	1.21	1	1	-0.6222	1.203
6	2	2.079	0	0	-0.9748	0.4268
6	2	0.1823	0	1	-0.5797	2.005
6	2	1.737	1	0	-0.08664	0.9303
6	2	1.068	0	1	-0.6989	1.097
6	2	0.995	1	1	-0.06802	2.465
6	2	5.556	1	1	-1.584	0.7524
6	2	0.1859	1	1	-0.5013	2.332
6	2	1.683	0	0	-0.4423	1.043
6	2	1.766	1	1	-1.282	0.9871
6	2	5.584	1	1	-1.402	0.9303
6	2	3.511	0	0	0.6508	0.8723
6	2	1.291	1	0	0.4471	2.432
6	2	5.391	0	0	-0.9948	0.2848
6	2	1.684	1	1	-0.4654	0.8723
6	2	0.1475	0	1	-0.3873	1.678
6	2	3.497	0	0	0.1952	0.9303
6	2	5.302	0	0	-0.7934	0.1348
6	2	0.6097	1	1	-1.214	1.305
6	2	1.57	1	1	-1.514	0.9871
6	2	3.688	0	0	0.7131	0.3568
6	2	0.755	0	1	-1.579	1.966
6	2	5.207	0	0	-0.4491	0.3568
6	2	5.298	0	0	-1.663	0.4268
6	2	1.954	1	1	-0.02216	0.5618
6	2	3.582	0	0	-0.7699	0.6268
6	2	0.4164	1	1	-0.7791	2.497
6	2	1.988	1	1	0.07797	1.451
7	2	0.741	0	0	2.32	2.653
7	2	0.4334	1	0	-0.07831	1.763
7	2	3.671	1	1	-1.561	0.7524
7	2	1.826	0	0	0.3425	1.354
7	2	1.602	0	0	0.1308	1.721
7	2	0.1178	1	1	0.2799	1.203
7	2	5.455	0	0	-0.5407	0.9303
7	2	2.018	0	0	1.573	2.262
7	2	3.769	0	0	0.359	1.043
7	2	1.107	1	1	-0.3222	1.403
7	2	0.8903	1	0	0.03293	1.678
7	2	0.6862	0	0	0.4781	1.097
7	2	5.55	0	0	-0.6962	0.2848
7	2	5.661	0	0	-0.4864	0.813
7	2	3.267	1	1	0.08161	1.043
7	2	0.4445	1	1	0.1467	0.813
