0	2	0.586	0	0	1.009
0	2	5.268	0	0	-0.3531
0	2	3.534	0	1	0.4487
0	2	5.459	1	1	-0.1282
0	2	0.3549	0	0	-0.4842
0	2	5.27	0	0	0.2764
0	2	1.172	1	0	1.546
0	2	0.9418	1	1	-0.2684
0	2	1.745	0	0	-0.2094
0	2	0.3879	0	0	1.444
0	2	1.803	0	1	0.1107
0	2	1.059	1	0	-0.8112
0	2	3.656	0	0	0.5631
0	2	1.867	0	1	0.4921
0	2	0.3889	0	1	2.186
0	2	3.592	0	1	1.012
0	2	3.468	1	1	2.153
0	2	2.118	1	1	0.3543
0	2	1.805	1	0	0.4045
0	2	2.074	1	1	0.09696
0	2	0.8387	1	0	0.6515
0	2	1.819	0	0	1.837
0	2	3.43	1	1	1.074
0	2	3.419	0	0	-0.1672
0	2	0.502	1	1	2.227
0	2	5.389	1	1	0.1709
0	2	0.8893	1	0	2.849
0	2	0.5569	0	0	0.1777
0	2	3.668	1	1	1.509
0	2	5.579	1	0	1.423
0	2	1.19	1	0	1.316
0	2	5.323	1	1	-0.4441
0	2	1.551	0	0	0.6185
0	2	0.5058	0	0	-0.2436
0	2	0.5724	1	1	-0.319
0	2	3.56	0	0	2.603
0	2	3.381	0	1	3.737
0	2	1.856	0	0	1.989
0	2	5.118	0	0	0.9281
0	2	0.4929	1	1	1.056
0	2	3.779	1	1	0.6406
0	2	0.7891	0	0	0.7893
0	2	1.987	1	1	1.563
0	2	1.13	1	0	-0.1525
0	2	0.3504	0	1	0.09076
0	2	5.489	1	0	0.3862
0	2	0.4322	1	0	0.743
0	2	0.5803	1	0	0.1787
0	2	5.564	0	0	0.7342
0	2	5.339	0	0	0.6334
1	2	0.9104	0	0	-1.354
1	2	3.655	0	0	-0.7598
1	2	1.494	0	0	2.251
1	2	1.843	1	1	0.6017
1	2	5.616	1	1	0.2363
1	2	0.3029	1	1	0.5005
1	2	5.595	1	1	-0.2491
1	2	0.673	1	1	0.1765
1	2	5.557	1	1	-0.1901
1	2	3.852	1	1	0.6938
1	2	1.486	0	0	-0.3419
1	2	3.663	1	1	-0.8037
1	2	1.833	0	0	0.09589
1	2	1.735	1	1	0.1697
1	2	0.5204	0	1	3.899
1	2	3.605	1	1	0.2273
1	2	0.8546	0	1	0.817
1	2	5.545	0	0	-0.6124
1	2	3.611	1	1	1.932
1	2	0.9434	1	0	1.243
1	2	1.833	0	0	0.4871
1	2	1.87	0	0	2.599
1	2	5.264	0	0	-0.7916
1	2	1.13	1	0	0.07443
1	2	1.18	1	0	1.862
1	2	3.359	0	0	3.035
1	2	0.8454	1	0	0.2773
1	2	3.625	1	1	3.389
1	2	3.571	1	1	-0.3901
1	2	0.8498	0	1	1.017
1	2	0.3725	0	0	0.3603
1	2	5.483	1	1	0.427
1	2	0.487	1	0	-0.254
1	2	0.969	1	0	0.578
1	2	1.702	1	1	1.804
1	2	1.889	0	0	-0.2579
1	2	3.748	0	0	0.9372
1	2	0.5211	0	0	1.035
1	2	3.701	1	0	-0.881
1	2	0.4815	0	1	1.238
1	2	0.1869	0	0	-0.543
1	2	0.4102	0	1	2.736
1	2	5.568	0	0	-0.2711
1	2	5.308	0	0	-0.107
1	2	5.488	1	1	0.7258
1	2	0.8302	0	1	2.586
1	2	0.2957	0	1	2.179
1	2	5.436	0	0	-0.6674
