0	2	0.8936	0	1
0	2	5.776	0	0
0	2	2.426	0	1
0	2	5.323	1	1
0	2	0.1159	0	1
0	2	5.553	0	0
0	2	0.2	1	1
0	2	0.4859	1	1
0	2	0.8414	0	0
0	2	0.3104	0	1
0	2	0.9512	0	1
0	2	0.4917	1	1
0	2	1.961	0	1
0	2	0.9412	0	1
0	2	0.1283	0	0
0	2	2.043	0	1
0	2	1.463	1	1
0	2	0.7688	1	1
0	2	0.8597	1	1
0	2	0.9369	1	1
0	2	0.3663	1	0
0	2	0.6733	0	0
0	2	1.822	1	1
0	2	1.818	0	0
0	2	0.203	0	1
0	2	5.414	1	1
0	2	0.3105	1	1
0	2	0.4159	0	1
0	2	1.93	1	1
0	2	5.319	1	1
0	2	0.3026	1	1
0	2	5.326	1	1
0	2	0.7727	0	0
0	2	0.1525	0	0
0	2	0.288	1	1
0	2	1.815	0	0
0	2	1.657	0	1
0	2	0.6414	0	1
0	2	5.33	0	0
0	2	0.09098	1	0
0	2	1.904	1	1
0	2	0.2994	0	1
0	2	0.8859	1	1
0	2	0.1959	1	0
0	2	0.09067	0	1
0	2	5.461	1	1
0	2	0.2269	1	1
0	2	0.04766	1	0
0	2	5.299	0	0
0	2	5.324	0	0
1	2	0.4877	0	0
1	2	1.811	0	1
1	2	1.28	0	0
1	2	1.06	1	1
1	2	5.402	1	1
1	2	0.5365	1	0
1	2	5.485	1	1
1	2	0.1962	1	1
1	2	5.34	1	1
1	2	1.823	1	1
1	2	1.058	0	0
1	2	1.95	1	1
1	2	0.777	0	0
1	2	0.7606	1	0
1	2	0.2385	0	1
1	2	1.501	1	1
1	2	0.4578	0	1
1	2	5.299	0	0
1	2	1.854	1	1
1	2	0.3298	1	0
1	2	0.9103	0	0
1	2	0.9263	0	1
1	2	5.456	0	0
1	2	0.2953	1	1
1	2	0.2682	1	1
1	2	1.887	0	1
1	2	0.6408	1	1
1	2	1.381	1	0
1	2	1.681	1	1
1	2	0.1741	0	1
1	2	0.4805	0	0
1	2	5.507	1	1
1	2	0.1044	0	1
1	2	0.7342	1	1
1	2	0.5982	1	1
1	2	0.7447	0	0
1	2	1.573	0	0
1	2	0.3512	0	1
1	2	1.92	1	1
1	2	0.2205	0	0
1	2	0.1683	0	1
1	2	0.6375	0	0
1	2	5.408	0	0
1	2	5.594	0	0
1	2	5.024	1	1
1	2	0.3495	0	1
1	2	0.5404	0	1
1	2	5.6	0	0
1	2	0.9009	1	0
1	2	0.1126	1	1
2	2	0.8644	0	0
2	2	0.4626	0	0
2	2	1.947	0	0
2	2	0.9554	1	1
2	2	0.3508	0	1
2	2	0.4047	1	1
2	2	5.297	0	0
2	2	1.81	1	1
2	2	0.9304	1	1
2	2	0.739	0	0
2	2	0.3036	0	0
2	2	1.068	1	1
2	2	5.402	1	1
2	2	0.04559	1	1
2	2	0.4056	0	1
2	2	1.882	1	0
2	2	5.336	1	1
2	2	1.121	0	1
2	2	0.3304	1	1
2	2	0.4418	0	0
2	2	1.778	0	0
2	2	0.2733	1	0
2	2	0.1813	0	1
2	2	0.4296	0	1
2	2	0.2862	1	1
2	2	0.9506	0	1
2	2	0.8199	1	0
2	2	5.424	1	1
2	2	1.643	1	0
2	2	5.297	0	0
2	2	0.2961	1	1
2	2	5.178	1	1
2	2	2.012	1	1
2	2	0.8818	0	1
2	2	0.9149	0	1
2	2	1.574	0	0
2	2	0.4165	0	1
2	2	5.365	0	0
2	2	0.2257	0	1
2	2	0.3244	0	0
2	2	1.541	1	1
2	2	5.705	1	1
2	2	0.6083	0	1
2	2	1.554	1	1
2	2	0.2805	0	1
2	2	1.956	1	1
2	2	0.4264	1	1
2	2	5.428	1	1
2	2	5.631	1	1
2	2	0.4993	1	1
3	2	1.789	0	0
3	2	0.04679	0	1
3	2	1.033	0	0
3	2	5.284	1	1
3	2	0.02901	1	1
3	2	5.402	1	1
3	2	5.675	1	1
3	2	5.007	1	1
3	2	2.066	1	1
3	2	0.8927	0	0
3	2	0.4006	0	1
3	2	1.793	0	0
3	2	5.345	1	1
3	2	0.4324	0	1
3	2	5.177	0	0
3	2	0.4644	1	1
3	2	1.255	0	1
3	2	0.4432	0	0
3	2	1.716	1	1
3	2	1.887	0	1
3	2	1.647	1	0
3	2	0.6584	0	0
3	2	0.1053	0	0
3	2	0.2868	1	0
3	2	0.04764	1	1
3	2	5.361	0	0
3	2	1.055	0	1
3	2	1.16	0	1
3	2	5.569	0	0
3	2	0.5234	0	0
3	2	0.2324	1	0
3	2	0.203	1	1
3	2	1.89	1	1
3	2	0.1452	1	1
3	2	0.8301	0	0
3	2	0.3485	1	1
3	2	1.734	1	1
3	2	5.057	1	1
3	2	1.894	1	1
3	2	0.6877	0	1
3	2	0.1553	1	0
3	2	0.7592	1	1
3	2	5.795	1	1
3	2	0.0549	1	0
3	2	0.6588	0	0
3	2	1.858	1	0
3	2	0.008557	1	0
3	2	0.64	0	1
3	2	0.8789	1	0
3	2	0.344	0	1
4	2	5.556	1	1
4	2	1.856	0	0
4	2	0.8761	0	0
4	2	0.6098	0	0
4	2	2.005	1	0
4	2	1.743	0	0
4	2	0.07169	0	1
4	2	0.4714	0	1
4	2	1.593	0	0
4	2	0.3232	1	0
4	2	0.5865	1	0
4	2	0.2469	1	0
4	2	2.164	0	1
4	2	0.9565	1	1
4	2	5.331	0	0
4	2	1.282	1	0
4	2	5.556	1	1
4	2	0.221	1	0
4	2	0.5354	0	1
4	2	0.7765	0	0
4	2	1.538	0	0
4	2	1.805	0	0
4	2	1.836	1	0
4	2	0.31	1	0
4	2	1.711	1	1
4	2	0.9014	1	1
4	2	0.8353	0	0
4	2	0.76	1	0
4	2	0.7172	1	0
4	2	1.878	1	1
4	2	5.53	0	0
4	2	0.5781	0	0
4	2	5.413	1	1
4	2	0.8157	0	0
4	2	0.4541	1	1
4	2	5.347	0	0
4	2	0.3244	0	0
4	2	5.567	1	1
4	2	4.786	0	0
4	2	0.1357	0	1
4	2	0.538	1	0
4	2	0.6786	0	1
4	2	0.442	0	1
4	2	0.6785	0	0
4	2	1.115	1	1
4	2	5.07	1	1
4	2	0.5901	1	0
4	2	0.3238	1	1
4	2	5.661	0	0
4	2	0.1991	1	0
5	2	5.536	0	0
5	2	1.325	1	1
5	2	0.7089	0	1
5	2	0.9696	1	1
5	2	0.5557	0	0
5	2	0.4681	0	0
5	2	2.14	0	0
5	2	0.1023	1	1
5	2	0.7884	1	1
5	2	0.02644	1	1
5	2	0.4745	1	0
5	2	5.454	1	1
5	2	0.6786	1	1
5	2	0.9328	0	0
5	2	0.4977	0	0
5	2	1.781	0	0
5	2	5.381	1	1
5	2	0.731	0	0
5	2	0.4576	1	0
5	2	5.111	0	0
5	2	5.378	0	0
5	2	0.06624	1	0
5	2	0.2078	0	0
5	2	0.5132	0	0
5	2	1.807	1	0
5	2	0.05291	0	0
5	2	0.8116	0	0
5	2	1.687	1	1
5	2	1.713	0	0
5	2	5.174	0	0
5	2	2.07	1	1
5	2	1.904	0	0
5	2	1.226	1	1
5	2	1.513	0	0
5	2	0.2618	1	1
5	2	0.3369	1	0
5	2	0.3416	0	1
5	2	1.866	1	1
5	2	5.289	1	1
5	2	5.529	0	0
5	2	0.7847	0	1
5	2	5.399	1	1
5	2	0.8735	1	1
5	2	1.087	1	0
5	2	0.007072	1	0
5	2	0.2623	1	0
5	2	0.1649	1	1
5	2	5.748	0	0
5	2	0.7551	0	0
5	2	1.699	1	1
6	2	2.039	1	1
6	2	1.197	0	0
6	2	0.8253	0	1
6	2	5.513	0	0
6	2	0.3494	0	1
6	2	0.5551	0	0
6	2	0.4001	0	0
6	2	0.3349	0	1
6	2	1.76	0	0
6	2	1.744	1	1
6	2	5.287	0	0
6	2	0.1152	0	0
6	2	5.526	1	1
6	2	0.4374	1	1
6	2	1.745	1	1
6	2	1.914	1	1
6	2	5.283	1	1
6	2	1.889	1	1
6	2	5.341	0	0
6	2	2.042	1	0
